		Response, DN cm$^{-5}$ s$^{-1}$ pix$^{-1}$
T,K	94 131 171 193 211 335

3.6308e+06	3.0117e-28	5.6146e-29	3.6991e-29	9.4446e-29	8.6265e-28	3.0690e-28	
3.7154e+06	3.3285e-28	5.4148e-29	3.2277e-29	8.0068e-29	7.3988e-28	2.9420e-28	
3.8019e+06	3.6741e-28	5.2391e-29	2.8179e-29	6.8568e-29	6.3667e-28	2.8166e-28	
3.8905e+06	4.0488e-28	5.0862e-29	2.4620e-29	5.9306e-29	5.4986e-28	2.6931e-28	
3.9811e+06	4.4527e-28	4.9548e-29	2.1529e-29	5.1794e-29	4.7682e-28	2.5719e-28	
4.0738e+06	4.8860e-28	4.8442e-29	1.8848e-29	4.5658e-29	4.1535e-28	2.4530e-28	
4.1687e+06	5.3484e-28	4.7539e-29	1.6525e-29	4.0610e-29	3.6359e-28	2.3365e-28	
4.2658e+06	5.8394e-28	4.6838e-29	1.4516e-29	3.6428e-29	3.1998e-28	2.2226e-28	
4.3652e+06	6.3583e-28	4.6345e-29	1.2783e-29	3.2939e-29	2.8323e-28	2.1112e-28	
4.4668e+06	6.9039e-28	4.6073e-29	1.1295e-29	3.0007e-29	2.5224e-28	2.0025e-28	
4.5709e+06	7.4750e-28	4.6047e-29	1.0025e-29	2.7527e-29	2.2610e-28	1.8965e-28	
4.6774e+06	8.0696e-28	4.6301e-29	8.9515e-30	2.5415e-29	2.0402e-28	1.7933e-28	
4.7863e+06	8.6853e-28	4.6885e-29	8.0571e-30	2.3604e-29	1.8535e-28	1.6928e-28	
4.8978e+06	9.3193e-28	4.7871e-29	7.3287e-30	2.2040e-29	1.6953e-28	1.5951e-28	
5.0119e+06	9.9684e-28	4.9352e-29	6.7568e-30	2.0683e-29	1.5610e-28	1.5003e-28	
5.1286e+06	1.0629e-27	5.1455e-29	6.3354e-30	1.9497e-29	1.4466e-28	1.4085e-28	
5.2481e+06	1.1296e-27	5.4343e-29	6.0621e-30	1.8455e-29	1.3487e-28	1.3195e-28	
5.3703e+06	1.1965e-27	5.8226e-29	5.9371e-30	1.7536e-29	1.2645e-28	1.2336e-28	
5.4954e+06	1.2629e-27	6.3371e-29	5.9640e-30	1.6721e-29	1.1914e-28	1.1507e-28	
5.6234e+06	1.3284e-27	7.0115e-29	6.1488e-30	1.5998e-29	1.1274e-28	1.0710e-28	
5.7544e+06	1.3922e-27	7.8876e-29	6.5005e-30	1.5356e-29	1.0708e-28	9.9429e-29	
5.8884e+06	1.4537e-27	9.0166e-29	7.0296e-30	1.4788e-29	1.0200e-28	9.2075e-29	
6.0256e+06	1.5120e-27	1.0461e-28	7.7489e-30	1.4290e-29	9.7372e-29	8.5031e-29	
6.1660e+06	1.5663e-27	1.2294e-28	8.6721e-30	1.3860e-29	9.3090e-29	7.8298e-29	
6.3096e+06	1.6160e-27	1.4605e-28	9.8140e-30	1.3501e-29	8.9063e-29	7.1877e-29	
6.4565e+06	1.6603e-27	1.7497e-28	1.1190e-29	1.3221e-29	8.5220e-29	6.5769e-29	
6.6069e+06	1.6982e-27	2.1087e-28	1.2812e-29	1.3030e-29	8.1498e-29	5.9976e-29	
6.7608e+06	1.7291e-27	2.5508e-28	1.4693e-29	1.2947e-29	7.7848e-29	5.4496e-29	
6.9183e+06	1.7521e-27	3.0904e-28	1.6840e-29	1.3001e-29	7.4233e-29	4.9331e-29	
7.0795e+06	1.7668e-27	3.7435e-28	1.9258e-29	1.3232e-29	7.0628e-29	4.4481e-29	
7.2444e+06	1.7725e-27	4.5265e-28	2.1944e-29	1.3701e-29	6.7014e-29	3.9944e-29	
7.4131e+06	1.7688e-27	5.4561e-28	2.4888e-29	1.4495e-29	6.3382e-29	3.5717e-29	
7.5858e+06	1.7553e-27	6.5484e-28	2.8071e-29	1.5737e-29	5.9729e-29	3.1796e-29	
7.7625e+06	1.7320e-27	7.8180e-28	3.1464e-29	1.7603e-29	5.6060e-29	2.8175e-29	
7.9433e+06	1.6988e-27	9.2769e-28	3.5029e-29	2.0340e-29	5.2385e-29	2.4849e-29	
8.1283e+06	1.6560e-27	1.0933e-27	3.8714e-29	2.4292e-29	4.8720e-29	2.1811e-29	
8.3176e+06	1.6039e-27	1.2790e-27	4.2457e-29	2.9929e-29	4.5083e-29	1.9052e-29	
8.5114e+06	1.5431e-27	1.4841e-27	4.6182e-29	3.7882e-29	4.1493e-29	1.6563e-29	
8.7096e+06	1.4743e-27	1.7074e-27	4.9806e-29	4.8988e-29	3.7973e-29	1.4331e-29	
8.9125e+06	1.3983e-27	1.9467e-27	5.3239e-29	6.4329e-29	3.4547e-29	1.2345e-29	
9.1201e+06	1.3164e-27	2.1987e-27	5.6388e-29	8.5277e-29	3.1241e-29	1.0590e-29	
9.3325e+06	1.2296e-27	2.4588e-27	5.9158e-29	1.1352e-28	2.8076e-29	9.0507e-30	
9.5499e+06	1.1395e-27	2.7216e-27	6.1462e-29	1.5110e-28	2.5075e-29	7.7114e-30	
9.7724e+06	1.0473e-27	2.9806e-27	6.3221e-29	2.0038e-28	2.2255e-29	6.5549e-30	
1.0000e+07	9.5449e-28	3.2285e-27	6.4370e-29	2.6401e-28	1.9632e-29	5.5637e-30	
1.0233e+07	8.6237e-28	3.4576e-27	6.4862e-29	3.4483e-28	1.7217e-29	4.7200e-30	
1.0471e+07	7.7228e-28	3.6604e-27	6.4672e-29	4.4577e-28	1.5015e-29	4.0067e-30	
1.0715e+07	6.8537e-28	3.8295e-27	6.3797e-29	5.6958e-28	1.3030e-29	3.4068e-30	
1.0965e+07	6.0267e-28	3.9583e-27	6.2260e-29	7.1862e-28	1.1257e-29	2.9041e-30	
1.1220e+07	5.2500e-28	4.0416e-27	6.0106e-29	8.9452e-28	9.6911e-30	2.4837e-30	
1.1482e+07	4.5300e-28	4.0756e-27	5.7403e-29	1.0979e-27	8.3203e-30	2.1319e-30	
1.1749e+07	3.8723e-28	4.0596e-27	5.4251e-29	1.3283e-27	7.1330e-30	1.8371e-30	
1.2023e+07	3.2796e-28	3.9947e-27	5.0761e-29	1.5840e-27	6.1141e-30	1.5890e-30	
1.2303e+07	2.7527e-28	3.8839e-27	4.7044e-29	1.8616e-27	5.2467e-30	1.3788e-30	
1.2589e+07	2.2899e-28	3.7318e-27	4.3207e-29	2.1563e-27	4.5124e-30	1.1990e-30	
1.2882e+07	1.8885e-28	3.5445e-27	3.9349e-29	2.4619e-27	3.8934e-30	1.0438e-30	
1.3183e+07	1.5450e-28	3.3298e-27	3.5568e-29	2.7719e-27	3.3738e-30	9.0884e-31	
